sep=|
DIPUTACIONES
06/09/2022 22:30 (UTC-5)
CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230258C0300"|230258C030002|23|QUINTANA ROO|="01"|DISTRITO 1|="0258"|3|C|0|2|2|21|5|1|103|10|20|62|31|4|44|-|0|0|0|0|0|1|0|1|0|1|3|1|0|0|1|1|12|322|687|COTEJADO EN PLENO
="230258C0400"|230258C040002|23|QUINTANA ROO|="01"|DISTRITO 1|="0258"|4|C|0|2|2|20|4|1|106|7|15|61|24|0|55|-|0|0|0|0|0|0|14|0|0|0|0|0|0|0|0|0|18|325|687|COTEJADO EN PLENO
="230258C0500"|230258C050002|23|QUINTANA ROO|="01"|DISTRITO 1|="0258"|5|C|0|2|2|28|3|0|100|6|28|51|25|4|60|-|0|1|0|0|0|0|0|0|0|0|2|2|1|0|1|0|18|330|687|COTEJADO EN PLENO
="230259B0100"|230259B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0259"|1|B|0|1|2|26|3|2|101|5|18|39|23|1|33|-|0|0|0|0|0|0|0|0|1|0|1|1|0|0|0|0|20|274|544|COTEJADO EN PLENO
="230259C0100"|230259C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0259"|1|C|0|1|2|12|8|1|65|5|10|63|26|2|37|-|0|1|0|0|0|0|0|2|0|0|9|1|0|0|0|0|14|256|543|COTEJADO EN PLENO
="230259C0200"|230259C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0259"|2|C|0|1|2|19|1|0|74|6|15|54|25|3|38|-|0|0|0|0|0|0|0|0|1|0|6|1|0|0|3|0|18|264|543|COTEJADO EN PLENO
="230260B0100"|230260B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0260"|1|B|0|2|2|48|5|1|4|4|7|12|5|1|15|-|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|2|106|245|COTEJADO EN PLENO
="230261B0100"|230261B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|1|B|0|2|2|15|3|4|130|5|6|60|14|3|52|-|0|0|0|0|2|0|0|2|0|1|3|3|0|0|3|0|12|318|712|COTEJADO EN PLENO
="230261C0100"|230261C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|1|C|0|2|2|24|6|1|113|2|12|66|15|0|71|-|0|0|0|0|0|0|0|1|0|0|1|1|0|0|4|0|23|340|712|COTEJADO EN PLENO
="230261C0200"|230261C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|2|C|0|2|2|22|2|3|123|4|9|69|7|3|61|-|1|1|0|0|0|0|0|0|0|0|5|2|2|0|3|0|12|329|711|COTEJADO EN PLENO
="230261C0300"|230261C030002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|3|C|0|2|2|35|6|1|106|2|26|53|6|0|41|-|0|0|0|0|0|0|0|0|0|0|4|1|1|0|2|0|9|293|711|COTEJADO EN PLENO
="230261C0400"|230261C040002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|4|C|0|2|2|15|11|2|119|9|11|63|9|2|56|-|0|0|0|0|0|0|0|0|0|2|3|2|1|1|3|0|10|319|711|COTEJADO EN PLENO
="230261C0500"|230261C050002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|5|C|0|2|2|21|8|1|127|3|6|51|8|2|47|-|0|0|0|0|0|4|0|2|0|0|2|2|1|0|1|0|17|303|711|COTEJADO EN PLENO
="230261C0600"|230261C060002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|6|C|0|2|2|16|14|1|124|6|12|48|7|0|54|-|0|0|0|0|0|0|1|0|0|0|0|6|0|0|5|0|15|309|711|COTEJADO EN PLENO
="230261C0700"|230261C070002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|7|C|0|2|2|15|11|0|112|5|8|65|12|1|55|-|0|0|0|0|0|1|0|0|0|0|0|0|0|1|2|0|24|312|711|COTEJADO EN PLENO
="230261C0800"|230261C080002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|8|C|0|2|2|18|6|0|110|4|18|62|10|2|54|-|0|0|0|0|0|0|0|0|0|0|2|2|0|0|0|3|7|298|711|COTEJADO EN PLENO
="230261C0900"|230261C090002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|9|C|0|2|2|11|7|2|136|5|8|68|15|1|49|-|0|1|0|0|0|0|0|1|0|0|5|4|0|1|2|0|10|326|711|COTEJADO EN PLENO
="230261C1000"|230261C100002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|10|C|0|2|2|26|10|1|100|4|13|53|7|1|61|-|1|1|0|0|0|1|0|0|0|0|8|2|0|0|5|0|17|311|711|RECONTADO EN PLENO
="230261C1100"|230261C110002|23|QUINTANA ROO|="01"|DISTRITO 1|="0261"|11|C|0|2|2|21|11|0|113|4|9|65|9|0|46|-|1|1|0|0|1|1|0|0|0|1|4|2|0|0|1|0|15|305|711|RECONTADO EN PLENO
="230284B0100"|230284B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0284"|1|B|0|2|2|13|4|2|66|8|6|116|127|2|18|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|382|579|COTEJADO EN PLENO
="230284C0100"|230284C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0284"|1|C|0|2|2|12|6|0|61|16|12|115|123|1|12|-|0|0|0|0|0|0|0|0|0|2|1|0|1|0|0|0|16|378|578|COTEJADO EN PLENO
="230284C0200"|230284C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0284"|2|C|0|2|2|20|8|0|65|16|9|110|102|1|24|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|14|370|578|COTEJADO EN PLENO
="230285B0100"|230285B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0285"|1|B|0|2|2|20|0|1|27|10|15|154|112|0|9|-|0|0|0|0|0|0|0|0|0|0|0|0|2|0|0|0|12|362|547|COTEJADO EN PLENO
="230285C0100"|230285C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0285"|1|C|0|2|2|6|1|0|46|11|19|104|105|2|29|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|0|19|344|547|COTEJADO EN PLENO
="230285C0200"|230285C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0285"|2|C|0|2|2|20|2|1|47|25|14|120|81|3|27|-|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|21|362|547|COTEJADO EN PLENO
="230286B0100"|230286B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0286"|1|B|0|1|2|16|2|0|76|23|12|157|129|1|33|-|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|25|477|736|COTEJADO EN PLENO
="230286C0100"|230286C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0286"|1|C|0|1|2|8|3|4|69|22|12|138|142|3|34|-|0|1|0|0|0|0|0|0|0|1|1|0|2|2|1|0|26|469|736|COTEJADO EN PLENO
="230286C0200"|230286C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0286"|2|C|0|1|2|16|9|4|79|16|13|108|193|0|20|-|0|0|0|0|0|0|0|1|0|1|0|0|1|0|1|0|17|479|736|COTEJADO EN PLENO
="230286C0300"|230286C030002|23|QUINTANA ROO|="01"|DISTRITO 1|="0286"|3|C|0|1|2|23|5|3|84|16|11|128|159|3|34|-|0|0|0|0|0|0|0|0|0|0|3|0|0|1|0|0|25|495|736|COTEJADO EN PLENO
="230287B0100"|230287B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0287"|1|B|0|2|2|28|5|0|61|20|2|123|100|1|16|-|0|0|0|0|2|2|0|1|1|0|1|1|1|0|0|0|15|380|695|COTEJADO EN PLENO
="230287C0100"|230287C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0287"|1|C|0|2|2|14|1|1|54|18|3|90|99|2|21|-|1|0|0|0|2|1|0|0|0|0|0|0|0|1|0|0|4|312|695|COTEJADO EN PLENO
="230287C0200"|230287C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0287"|2|C|0|2|2|13|3|1|39|16|6|87|73|0|16|-|0|0|0|0|1|0|1|1|0|0|1|0|0|1|0|0|3|262|694|COTEJADO EN PLENO
="230288B0100"|230288B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0288"|1|B|0|2|2|8|2|1|22|36|3|82|69|3|3|-|1|0|0|0|0|0|0|1|0|0|0|0|2|0|0|0|20|253|422|COTEJADO EN PLENO
="230288C0100"|230288C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0288"|1|C|0|2|2|4|2|2|15|35|11|88|93|0|4|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|10|265|422|COTEJADO EN PLENO
="230288E0100"|230288E010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0288"|1|E|0|2|2|9|2|0|147|23|5|31|119|0|5|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|354|534|COTEJADO EN PLENO
="230288E0101"|230288E010102|23|QUINTANA ROO|="01"|DISTRITO 1|="0288"|1|E|1|2|2|8|6|1|138|14|4|42|113|1|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|10|341|533|COTEJADO EN PLENO
="230288E0102"|230288E010202|23|QUINTANA ROO|="01"|DISTRITO 1|="0288"|1|E|2|2|2|8|0|1|142|16|0|33|104|1|2|-|0|0|0|0|0|1|0|0|0|0|5|0|1|0|0|0|11|325|533|COTEJADO EN PLENO
="230289B0100"|230289B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0289"|1|B|0|2|2|9|5|2|88|6|6|56|70|1|7|-|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|17|268|458|COTEJADO EN PLENO
="230289C0100"|230289C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0289"|1|C|0|2|2|9|5|2|69|5|3|93|64|2|5|-|0|0|0|0|0|1|0|0|0|0|1|0|0|0|0|0|0|259|458|COTEJADO EN PLENO
="230290B0100"|230290B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0290"|1|B|0|2|2|14|5|2|77|7|4|82|125|12|2|-|0|0|0|0|1|2|0|0|0|0|2|0|0|0|0|0|18|353|630|COTEJADO EN PLENO
="230290C0100"|230290C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0290"|1|C|0|2|2|14|4|2|88|7|7|77|117|1|20|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|337|605|COTEJADO EN PLENO
="230290C0200"|230290C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0290"|2|C|0|2|2|10|2|2|57|3|11|81|127|1|16|-|0|0|0|0|0|0|0|0|0|0|2|1|0|0|0|0|14|327|605|COTEJADO EN PLENO
="230290E0100"|230290E010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0290"|1|E|0|2|2|9|3|0|17|36|2|83|77|2|17|-|0|0|0|0|0|0|0|1|0|0|0|0|0|0|1|0|5|253|325|COTEJADO EN PLENO
="230291B0100"|230291B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0291"|1|B|0|2|2|12|5|4|60|11|18|134|69|0|32|-|0|0|0|0|0|0|0|1|0|0|2|0|1|0|0|0|10|359|564|COTEJADO EN PLENO
="230291E0100"|230291E010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0291"|1|E|0|2|2|4|3|1|83|28|5|126|79|1|17|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|347|477|COTEJADO EN PLENO
="230292B0100"|230292B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0292"|1|B|0|2|2|16|4|1|32|12|2|101|56|3|39|-|0|0|0|0|1|0|0|0|0|0|1|1|0|0|2|0|16|287|423|COTEJADO EN PLENO
="230292C0100"|230292C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0292"|1|C|0|2|2|21|10|0|24|9|3|97|53|4|24|-|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|12|258|422|COTEJADO EN PLENO
="230292E0100"|230292E010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0292"|1|E|0|2|2|12|1|3|147|9|5|92|124|1|43|-|0|0|0|0|1|0|0|0|0|0|2|0|1|0|0|0|24|465|651|COTEJADO EN PLENO
="230293B0100"|230293B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0293"|1|B|0|2|2|14|3|3|84|10|9|116|53|1|17|-|1|1|0|0|1|0|0|0|0|0|0|0|1|0|0|0|10|324|604|COTEJADO EN PLENO
="230293C0100"|230293C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0293"|1|C|0|2|2|3|5|2|84|9|4|95|90|1|8|-|0|0|0|0|1|0|0|0|0|0|2|0|1|0|0|0|12|317|603|RECONTADO EN PLENO
="230293C0200"|230293C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0293"|2|C|0|2|2|11|2|2|87|10|5|128|70|2|11|-|1|2|0|0|0|0|0|1|0|0|1|1|0|0|0|0|11|345|603|COTEJADO EN PLENO
="230294B0100"|230294B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0294"|1|B|0|2|2|13|4|2|49|23|10|116|46|0|20|-|0|0|0|0|0|0|0|0|0|2|0|0|2|0|0|0|17|304|516|COTEJADO EN PLENO
="230294C0100"|230294C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0294"|1|C|0|2|2|7|5|3|31|3|6|129|71|2|23|-|0|0|0|0|1|0|0|0|0|0|2|0|0|0|1|0|12|296|515|COTEJADO EN PLENO
="230295B0100"|230295B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0295"|1|B|0|2|2|18|6|6|84|27|10|81|76|6|56|-|0|1|0|0|0|0|0|0|0|0|1|1|0|1|2|3|23|402|591|COTEJADO EN PLENO
="230295C0100"|230295C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0295"|1|C|0|2|2|18|11|3|72|28|6|82|46|1|65|-|0|1|0|0|1|0|0|0|0|0|3|1|0|0|0|0|11|349|538|COTEJADO EN PLENO
="230296B0100"|230296B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0296"|1|B|0|2|2|10|5|4|52|2|5|57|131|2|12|-|2|0|0|0|0|0|0|0|0|0|2|0|1|2|1|0|16|304|498|RECONTADO EN PLENO
="230296C0100"|230296C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0296"|1|C|0|2|2|11|4|0|1|94|7|14|52|126|4|-|10|1|1|0|0|1|0|0|0|0|2|0|0|0|1|0|15|344|497|COTEJADO EN PLENO
="230296E0100"|230296E010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0296"|1|E|0|2|2|7|6|1|44|9|5|84|37|0|6|-|0|0|0|0|0|1|0|0|0|0|1|0|0|0|1|0|5|207|271|COTEJADO EN PLENO
="230297B0100"|230297B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0297"|1|B|0|2|2|11|4|3|48|20|11|152|166|1|8|-|0|0|0|0|0|0|0|0|0|0|2|0|0|0|0|0|13|439|603|COTEJADO EN PLENO
="230634B0100"|230634B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0634"|1|B|0|2|2|3|3|3|118|5|8|38|7|3|2|-|0|3|0|0|0|0|0|0|0|1|3|0|0|0|0|0|13|210|449|COTEJADO EN PLENO
="230634C0100"|230634C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0634"|1|C|0|2|2|13|4|8|78|4|16|47|7|1|1|-|2|1|0|0|0|0|0|0|0|0|1|0|0|0|0|0|18|201|449|COTEJADO EN PLENO
="230635B0100"|230635B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0635"|1|B|0|2|2|20|8|7|138|8|11|70|19|2|3|-|0|2|0|0|0|1|0|0|0|0|1|0|0|0|1|20|0|311|705|COTEJADO EN PLENO
="230636B0100"|230636B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0636"|1|B|0|2|2|9|2|2|110|5|15|42|14|0|2|-|0|1|0|0|0|0|0|1|0|3|2|0|0|0|0|0|21|229|572|COTEJADO EN PLENO
="230637B0100"|230637B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0637"|1|B|0|1|2|8|6|2|117|1|5|34|10|0|2|-|0|0|0|0|0|2|0|0|0|0|2|0|0|0|2|0|16|207|407|COTEJADO EN PLENO
="230962B0100"|230962B010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0962"|1|B|0|2|2|25|4|4|42|6|17|61|6|1|6|-|0|0|0|0|1|0|0|0|0|0|1|0|0|0|1|0|24|199|570|COTEJADO EN PLENO
="230962C0100"|230962C010002|23|QUINTANA ROO|="01"|DISTRITO 1|="0962"|1|C|0|2|2|25|4|2|36|6|16|80|6|4|5|-|0|0|0|0|0|0|0|0|0|0|3|1|0|0|1|0|4|193|570|COTEJADO EN PLENO
="230962C0200"|230962C020002|23|QUINTANA ROO|="01"|DISTRITO 1|="0962"|2|C|0|2|2|19|6|1|38|5|14|64|8|3|6|-|1|2|0|0|0|1|0|0|1|0|3|0|2|0|0|1|9|184|569|COTEJADO EN PLENO
="230013B0100"|230013B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0013"|1|B|0|1|2|10|9|6|87|7|28|84|14|3|17|-|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|17|285|578|RECONTADO EN GRUPO DE TRABAJO
="230013C0100"|230013C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0013"|1|C|0|1|2|13|4|5|87|8|17|80|7|2|15|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|239|577|
="230013C0200"|230013C020002|23|QUINTANA ROO|="02"|DISTRITO 2|="0013"|2|C|0|1|2|10|11|3|99|8|25|66|4|2|23|-|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|1|10|264|577|
="230013C0300"|230013C030002|23|QUINTANA ROO|="02"|DISTRITO 2|="0013"|3|C|0|1|2|8|6|4|83|5|14|80|13|2|22|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|257|577|
="230014B0100"|230014B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|1|B|0|1|2|22|11|0|48|10|26|78|7|5|12|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|232|646|RECONTADO EN GRUPO DE TRABAJO
="230014C0100"|230014C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|1|C|0|1|2|20|5|3|72|8|25|81|10|2|10|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|11|250|646|RECONTADO EN GRUPO DE TRABAJO
="230014C0200"|230014C020002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|2|C|0|1|2|19|7|2|55|8|25|72|8|1|11|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|219|646|
="230014C0300"|230014C030002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|3|C|0|1|2|24|10|3|44|10|26|84|5|2|11|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|227|646|RECONTADO EN GRUPO DE TRABAJO
="230014C0400"|230014C040002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|4|C|0|1|2|18|8|1|53|9|37|77|8|1|4|-|0|2|1|0|0|0|0|0|0|0|0|0|0|0|0|1|16|236|646|RECONTADO EN GRUPO DE TRABAJO
="230014C0500"|230014C050002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|5|C|0|1|2|23|7|2|45|8|32|70|5|2|9|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|21|224|645|RECONTADO EN GRUPO DE TRABAJO
="230014C0600"|230014C060002|23|QUINTANA ROO|="02"|DISTRITO 2|="0014"|6|C|0|1|2|21|7|4|61|6|39|70|9|1|6|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|232|645|
="230048B0100"|230048B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0048"|1|B|0|1|2|23|12|3|90|5|27|82|13|3|3|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|280|671|RECONTADO EN GRUPO DE TRABAJO
="230048C0100"|230048C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0048"|1|C|0|1|2|21|14|8|91|11|27|86|15|7|12|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|293|670|
="230049B0100"|230049B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0049"|1|B|0|1|2|20|2|4|112|6|24|94|4|2|22|-|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|29|321|705|
="230049C0100"|230049C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0049"|1|C|0|1|2|24|3|3|101|13|22|96|10|7|12|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|24|315|705|
="230050B0100"|230050B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0050"|1|B|0|1|2|18|6|1|108|9|28|95|9|3|11|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|306|682|RECONTADO EN GRUPO DE TRABAJO
="230050C0100"|230050C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0050"|1|C|0|1|2|22|6|3|117|4|24|79|8|3|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|38|309|682|RECONTADO EN GRUPO DE TRABAJO
="230050C0200"|230050C020002|23|QUINTANA ROO|="02"|DISTRITO 2|="0050"|2|C|0|1|2|18|5|5|97|5|27|112|9|4|17|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|27|327|681|RECONTADO EN GRUPO DE TRABAJO
="230051B0100"|230051B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0051"|1|B|0|1|2|14|6|1|81|9|31|89|3|5|6|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19|265|570|RECONTADO EN GRUPO DE TRABAJO
="230051C0100"|230051C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0051"|1|C|0|1|2|17|15|3|81|9|17|95|4|2|7|-|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|15|267|570|RECONTADO EN GRUPO DE TRABAJO
="230070B0100"|230070B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0070"|1|B|0|1|2|11|7|3|68|4|25|76|12|3|21|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|18|249|524|RECONTADO EN GRUPO DE TRABAJO
="230070C0100"|230070C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0070"|1|C|0|1|2|13|6|2|79|9|23|89|14|4|13|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|19|271|523|RECONTADO EN GRUPO DE TRABAJO
="230579B0100"|230579B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0579"|1|B|0|1|2|6|2|2|55|9|25|79|2|0|12|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|206|593|
="230579C0100"|230579C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0579"|1|C|0|1|2|10|6|5|46|16|16|77|5|3|18|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|207|593|RECONTADO EN GRUPO DE TRABAJO
="230580B0100"|230580B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0580"|1|B|0|1|2|14|3|3|85|8|11|77|9|1|6|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|14|231|537|RECONTADO EN GRUPO DE TRABAJO
="230581B0100"|230581B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0581"|1|B|0|1|2|11|1|4|45|6|19|51|4|2|8|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|164|341|RECONTADO EN GRUPO DE TRABAJO
="230582B0100"|230582B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0582"|1|B|0|1|2|7|4|0|71|7|6|68|2|0|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|175|380|RECONTADO EN GRUPO DE TRABAJO
="230583B0100"|230583B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0583"|1|B|0|1|2|8|1|3|36|0|10|41|2|0|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|112|268|
="230584B0100"|230584B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0584"|1|B|0|1|2|0|3|0|38|4|5|20|2|1|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|79|148|RECONTADO EN GRUPO DE TRABAJO
="230595B0100"|230595B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0595"|1|B|0|1|2|12|9|2|34|5|20|67|1|2|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|16|174|409|RECONTADO EN GRUPO DE TRABAJO
="230595C0100"|230595C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0595"|1|C|0|1|2|11|7|3|34|4|19|64|7|1|7|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|163|408|RECONTADO EN GRUPO DE TRABAJO
="230596B0100"|230596B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0596"|1|B|0|1|2|15|6|4|55|3|21|88|7|0|11|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|12|223|582|
="230599B0100"|230599B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0599"|1|B|0|1|2|21|15|5|82|8|24|109|9|1|7|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|25|306|749|RECONTADO EN GRUPO DE TRABAJO
="230601B0100"|230601B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0601"|1|B|0|1|2|21|4|3|94|4|24|83|7|2|9|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|1|16|269|586|RECONTADO EN GRUPO DE TRABAJO
="230602B0100"|230602B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0602"|1|B|0|1|2|15|6|0|82|6|11|53|2|1|6|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|195|430|RECONTADO EN GRUPO DE TRABAJO
="230811B0100"|230811B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0811"|1|B|0|1|2|17|3|2|53|17|13|49|4|0|18|-|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|190|487|RECONTADO EN GRUPO DE TRABAJO
="230811C0100"|230811C010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0811"|1|C|0|1|2|11|4|8|43|26|19|41|4|3|17|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|13|189|486|RECONTADO EN GRUPO DE TRABAJO
="230812B0100"|230812B010002|23|QUINTANA ROO|="02"|DISTRITO 2|="0812"|1|B|0|1|2|15|3|6|119|8|7|66|7|1|14|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|10|257|664|RECONTADO EN GRUPO DE TRABAJO
