sep=|
DIPUTACIONES
06/09/2022 22:30 (UTC-5)
CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|ESTADO|ID_DISTRITO_LOCAL|DISTRITO_LOCAL|SECCION|ID_CASILLA|TIPO_CASILLA|EXT_CONTIGUA|UBICACION_CASILLA|TIPO_ACTA|PAN|PRI|PRD|PVEM|PT|MC|MORENA|MAS|CXQROO|FXMQROO|CAND_IND_1|C_PAN_PRD_CQROO|C_PAN_PRD|C_PAN_CQROO|C_PRD_CQROO|C_PVEM_PT_MORENA_FXMQROO|C_PVEM_PT_MORENA|C_PVEM_PT_FXMQROO|C_PVEM_MORENA_FXMQROO|C_PT_MORENA_FXMQROO|C_PVEM_PT|C_PVEM_MORENA|C_PVEM_FXMQROO|C_PT_MORENA|C_PT_FXMQROO|C_MORENA_FXMQROO|NO_REGISTRADOS|NULOS|TOTAL|LISTA_NOMINAL|OBSERVACIONES
="230239B0100"|230239B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0239"|1|B|0|2|2|22|4|19|71|5|9|61|40|1|6|-|2|3|0|0|1|0|0|0|0|1|1|0|0|0|1|0|8|255|405|COTEJADO EN PLENO
="230239C0100"|230239C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0239"|1|C|0|2|2|15|4|20|70|5|8|82|54|2|5|-|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|273|405|COTEJADO EN PLENO
="230239E0100"|230239E010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0239"|1|E|0|2|2|7|13|10|32|2|6|117|36|1|11|-|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|237|400|COTEJADO EN PLENO
="230239E0101"|230239E010102|23|QUINTANA ROO|="12"|DISTRITO 12|="0239"|1|E|1|2|2|10|14|21|38|9|10|103|41|5|4|-|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|257|399|COTEJADO EN PLENO
="230240B0100"|230240B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0240"|1|B|0|2|2|7|5|28|145|3|13|57|29|1|3|-|0|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|0|294|454|COTEJADO EN PLENO
="230240C0100"|230240C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0240"|1|C|0|2|2|14|6|16|168|5|11|45|41|1|1|-|0|3|0|0|0|0|0|0|0|0|2|0|0|0|0|0|0|313|453|COTEJADO EN PLENO
="230241B0100"|230241B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0241"|1|B|0|1|2|9|4|70|45|4|5|134|72|6|16|-|0|3|0|0|0|0|0|0|0|0|4|1|0|0|2|0|15|390|658|COTEJADO EN PLENO
="230241C0100"|230241C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0241"|1|C|0|1|2|13|5|59|34|9|5|131|87|5|10|-|0|2|2|0|0|0|0|0|0|0|6|2|0|0|5|0|10|385|658|COTEJADO EN PLENO
="230241C0200"|230241C020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0241"|2|C|0|1|2|14|4|38|39|8|6|140|90|4|9|-|0|2|0|0|0|0|0|1|0|0|5|0|0|0|0|0|19|379|657|COTEJADO EN PLENO
="230242B0100"|230242B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0242"|1|B|0|2|2|17|4|45|52|4|9|148|87|4|6|-|1|2|0|0|0|0|0|0|0|0|10|0|0|0|1|0|8|398|685|COTEJADO EN PLENO
="230242C0100"|230242C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0242"|1|C|0|2|2|9|12|42|51|7|9|132|103|3|14|-|2|1|0|0|0|0|0|0|0|0|4|0|0|0|1|0|12|402|685|COTEJADO EN PLENO
="230243B0100"|230243B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0243"|1|B|0|2|2|10|9|42|130|8|9|46|24|0|2|-|0|0|0|0|0|0|0|0|0|0|2|0|1|0|0|0|8|291|442|COTEJADO EN PLENO
="230244B0100"|230244B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0244"|1|B|0|2|2|19|15|70|34|15|17|146|49|7|7|-|0|3|0|0|1|0|0|0|0|0|1|1|0|0|1|0|0|386|614|COTEJADO EN PLENO
="230244E0100"|230244E010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0244"|1|E|0|2|2|8|6|37|57|7|12|74|35|2|2|-|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|8|251|359|COTEJADO EN PLENO
="230244E0200"|230244E020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0244"|2|E|0|2|2|11|11|129|29|1|6|119|19|1|14|-|4|2|0|0|1|0|0|0|0|0|0|0|0|0|0|0|3|350|462|COTEJADO EN PLENO
="230245B0100"|230245B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0245"|1|B|0|2|2|10|4|51|35|3|10|39|38|2|8|-|3|6|0|0|0|0|0|0|0|0|3|0|1|1|0|1|14|229|399|COTEJADO EN PLENO
="230245C0100"|230245C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0245"|1|C|0|2|2|7|3|44|23|6|7|75|33|3|5|-|1|1|0|0|0|0|1|0|0|0|3|0|0|0|0|4|10|226|398|COTEJADO EN PLENO
="230247B0100"|230247B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0247"|1|B|0|2|2|15|10|52|24|8|20|79|40|5|5|-|4|6|0|0|0|0|0|0|0|1|16|1|0|2|0|0|24|312|700|RECONTADO EN PLENO
="230247E0100"|230247E010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0247"|1|E|0|2|2|12|16|44|43|11|10|99|77|5|6|-|0|8|0|0|0|0|0|0|0|0|8|0|1|0|0|0|11|351|605|RECONTADO EN PLENO
="230247E0101"|230247E010102|23|QUINTANA ROO|="12"|DISTRITO 12|="0247"|1|E|1|2|2|7|5|41|54|7|26|90|73|2|9|-|0|1|0|0|1|0|0|0|0|1|7|0|0|0|0|0|22|346|604|COTEJADO EN PLENO
="230247E0200"|230247E020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0247"|2|E|0|2|2|10|0|74|24|11|13|88|27|1|13|-|1|0|0|0|1|0|0|0|0|0|10|0|0|0|2|0|11|286|410|COTEJADO EN PLENO
="230248B0100"|230248B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0248"|1|B|0|2|2|21|8|37|35|12|5|144|10|2|2|-|3|2|0|0|0|0|0|0|0|0|4|0|0|0|0|0|20|305|570|COTEJADO EN PLENO
="230249B0100"|230249B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0249"|1|B|0|2|2|10|8|50|89|1|8|159|64|2|6|-|1|2|0|1|0|1|0|0|0|0|1|0|0|0|0|0|19|422|742|COTEJADO EN PLENO
="230249C0100"|230249C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0249"|1|C|0|2|2|14|8|32|75|6|8|149|74|3|5|-|1|3|0|0|0|0|1|0|0|0|3|3|0|0|0|0|28|413|742|COTEJADO EN PLENO
="230249E0100"|230249E010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0249"|1|E|0|2|2|18|8|124|138|22|9|77|38|5|18|-|0|3|0|0|0|1|0|0|0|0|2|1|1|0|1|0|17|483|660|COTEJADO EN PLENO
="230250B0100"|230250B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0250"|1|B|0|2|2|13|18|96|124|3|6|83|30|3|1|-|4|3|0|0|0|0|0|0|0|1|2|0|0|0|0|0|10|397|543|COTEJADO EN PLENO
="230250E0100"|230250E010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0250"|1|E|0|2|2|21|31|101|18|9|11|93|78|4|24|-|1|5|0|0|0|0|0|0|0|0|3|1|0|0|0|0|13|413|633|COTEJADO EN PLENO
="230251B0100"|230251B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0251"|1|B|0|2|2|5|16|53|139|22|7|93|38|10|3|-|1|1|1|0|0|1|0|0|0|0|2|0|0|0|1|0|5|398|686|COTEJADO EN PLENO
="230251E0100"|230251E010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0251"|1|E|0|2|2|10|10|27|93|13|1|177|55|2|6|-|1|0|0|0|0|0|0|0|10|0|4|1|5|0|14|0|5|434|689|COTEJADO EN PLENO
="230251E0200"|230251E020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0251"|2|E|0|2|2|6|1|42|110|19|10|97|32|5|1|-|0|0|0|0|0|0|0|0|0|0|0|1|1|2|0|0|16|343|569|COTEJADO EN PLENO
="230263B0100"|230263B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0263"|1|B|0|2|2|21|4|23|130|8|21|104|72|2|5|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|402|576|COTEJADO EN PLENO
="230263C0100"|230263C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0263"|1|C|0|2|2|16|9|8|88|3|11|117|116|4|2|-|2|2|0|0|0|0|1|0|1|0|3|0|0|0|0|0|8|391|575|COTEJADO EN PLENO
="230263C0200"|230263C020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0263"|2|C|0|2|2|21|15|9|66|13|12|106|92|2|5|-|1|2|0|0|0|1|0|0|0|0|5|0|0|0|0|0|0|350|575|COTEJADO EN PLENO
="230263C0300"|230263C030002|23|QUINTANA ROO|="12"|DISTRITO 12|="0263"|3|C|0|2|2|11|15|19|91|10|10|98|92|5|0|-|1|3|0|0|0|0|1|0|0|6|0|1|2|0|0|0|20|385|575|COTEJADO EN PLENO
="230265B0100"|230265B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0265"|1|B|0|2|2|32|5|26|147|13|12|110|93|6|3|-|1|2|0|0|2|0|0|0|0|0|5|0|6|0|0|3|11|477|706|COTEJADO EN PLENO
="230265C0100"|230265C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0265"|1|C|0|2|2|23|4|30|131|13|14|118|110|5|4|-|0|1|0|0|0|0|0|0|0|3|2|0|2|0|0|0|15|475|705|COTEJADO EN PLENO
="230265C0200"|230265C020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0265"|2|C|0|2|2|30|3|24|131|17|13|129|110|1|5|-|0|0|0|0|0|1|0|0|0|0|3|0|0|1|0|0|17|485|705|COTEJADO EN PLENO
="230265C0300"|230265C030002|23|QUINTANA ROO|="12"|DISTRITO 12|="0265"|3|C|0|2|2|38|12|15|136|13|11|138|112|5|4|-|0|2|0|0|0|0|0|0|0|0|4|0|0|0|0|0|14|504|705|COTEJADO EN PLENO
="230266B0100"|230266B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0266"|1|B|0|2|2|2|0|9|98|24|5|95|75|0|5|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|10|324|422|COTEJADO EN PLENO
="230266C0100"|230266C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0266"|1|C|0|2|2|6|1|19|86|31|3|107|68|0|1|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|11|333|422|COTEJADO EN PLENO
="230267B0100"|230267B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0267"|1|B|0|2|2|7|3|14|33|53|15|88|54|1|10|-|0|0|0|0|0|0|0|0|1|1|2|0|0|0|0|6|6|294|422|COTEJADO EN PLENO
="230267C0100"|230267C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0267"|1|C|0|2|2|5|1|17|38|38|7|125|43|2|8|-|0|0|0|0|0|0|0|0|0|0|3|0|3|0|0|0|7|297|421|COTEJADO EN PLENO
="230268B0100"|230268B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0268"|1|B|0|2|2|27|3|59|88|83|14|113|71|2|3|-|0|1|0|0|0|0|0|0|0|1|1|0|1|0|0|0|17|484|692|RECONTADO EN PLENO
="230268C0100"|230268C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0268"|1|C|0|2|2|19|6|52|54|114|14|123|64|3|7|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|20|476|692|COTEJADO EN PLENO
="230268C0200"|230268C020002|23|QUINTANA ROO|="12"|DISTRITO 12|="0268"|2|C|0|2|2|24|4|45|95|89|12|134|47|4|6|-|0|3|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|464|692|COTEJADO EN PLENO
="230268C0300"|230268C030002|23|QUINTANA ROO|="12"|DISTRITO 12|="0268"|3|C|0|2|2|18|3|53|72|97|5|118|92|6|4|-|0|1|0|0|0|0|0|0|0|1|0|0|0|1|0|0|8|479|691|COTEJADO EN PLENO
="230269B0100"|230269B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0269"|1|B|0|2|2|9|4|40|27|20|4|97|82|3|5|-|2|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|10|305|455|COTEJADO EN PLENO
="230269C0100"|230269C010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0269"|1|C|0|2|2|12|2|24|28|26|11|92|93|3|6|-|0|2|0|0|0|0|0|0|0|2|1|0|2|0|0|0|13|317|455|COTEJADO EN PLENO
="230272B0100"|230272B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0272"|1|B|0|2|2|10|5|12|152|14|10|203|41|3|4|-|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|14|471|693|COTEJADO EN PLENO
="230277B0100"|230277B010002|23|QUINTANA ROO|="12"|DISTRITO 12|="0277"|1|B|0|2|2|14|4|16|48|21|7|147|139|3|4|-|0|0|0|0|0|0|0|0|0|1|1|0|0|0|0|0|2|407|550|COTEJADO EN PLENO
="230262B0100"|230262B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0262"|1|B|0|2|2|19|8|41|116|30|6|131|87|1|9|-|2|3|0|0|0|0|0|0|0|0|1|0|2|0|0|0|16|472|670|COTEJADO EN PLENO
="230262C0100"|230262C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0262"|1|C|0|2|2|14|8|37|144|27|8|117|71|7|5|-|1|2|0|0|0|0|0|0|0|2|0|0|2|0|0|0|14|459|670|COTEJADO EN PLENO
="230262C0200"|230262C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0262"|2|C|0|2|2|18|12|42|140|20|15|135|70|1|3|-|0|1|0|1|0|0|0|0|0|1|6|1|1|0|1|0|11|479|670|COTEJADO EN PLENO
="230262C0300"|230262C030002|23|QUINTANA ROO|="13"|DISTRITO 13|="0262"|3|C|0|2|2|16|15|40|108|24|21|107|79|4|4|-|1|0|0|0|0|0|0|0|1|2|5|1|0|0|0|0|19|447|670|COTEJADO EN PLENO
="230264B0100"|230264B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0264"|1|B|0|1|2|15|0|13|165|31|25|136|89|2|6|-|0|0|0|0|0|0|0|0|0|0|3|0|0|0|0|0|13|498|673|COTEJADO EN PLENO
="230264C0100"|230264C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0264"|1|C|0|1|2|13|5|23|132|19|18|146|64|3|2|-|0|0|0|0|1|0|0|0|0|0|5|0|2|0|0|1|14|448|673|COTEJADO EN PLENO
="230264C0200"|230264C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0264"|2|C|0|1|2|16|4|20|116|30|18|147|92|4|5|-|0|0|1|0|0|2|0|0|0|1|5|0|1|0|0|0|14|476|672|COTEJADO EN PLENO
="230270B0100"|230270B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0270"|1|B|0|2|2|10|4|14|92|21|9|189|36|6|8|-|1|1|0|0|0|0|0|0|0|1|6|0|1|0|0|0|16|415|679|COTEJADO EN PLENO
="230270C0100"|230270C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0270"|1|C|0|2|2|6|3|8|113|17|9|198|43|3|3|-|2|0|0|0|0|0|0|0|0|1|4|0|0|0|0|0|14|424|678|COTEJADO EN PLENO
="230271B0100"|230271B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0271"|1|B|0|1|2|10|1|10|116|10|2|160|34|4|2|-|0|3|0|0|0|12|0|0|0|0|0|0|0|0|0|0|22|386|560|COTEJADO EN PLENO
="230271C0100"|230271C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0271"|1|C|0|1|2|5|2|13|119|8|12|165|19|1|1|-|0|0|0|0|0|0|0|0|0|0|0|0|11|0|0|0|14|370|559|COTEJADO EN PLENO
="230273B0100"|230273B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0273"|1|B|0|2|2|10|2|10|104|46|5|117|52|23|4|-|2|2|0|0|0|0|0|0|0|1|3|0|1|1|0|0|21|404|583|COTEJADO EN PLENO
="230273C0100"|230273C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0273"|1|C|0|2|2|14|2|13|100|37|7|126|40|20|1|-|1|2|1|1|0|4|0|0|0|0|0|0|2|0|0|1|19|391|583|COTEJADO EN PLENO
="230273E0100"|230273E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0273"|1|E|0|2|2|7|6|10|89|26|6|161|52|2|3|-|3|1|0|0|0|0|0|0|0|0|1|0|1|0|0|0|4|372|483|COTEJADO EN PLENO
="230274B0100"|230274B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0274"|1|B|0|2|2|15|10|80|49|44|10|193|80|4|5|-|0|0|0|0|0|0|0|0|0|0|4|0|0|0|0|0|14|508|691|COTEJADO EN PLENO
="230274E0100"|230274E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0274"|1|E|0|2|2|14|7|2|38|14|8|275|151|2|1|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|518|702|COTEJADO EN PLENO
="230275B0100"|230275B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0275"|1|B|0|2|2|13|2|6|35|13|6|133|133|2|3|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|350|511|COTEJADO EN PLENO
="230275C0100"|230275C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0275"|1|C|0|2|2|8|1|5|45|17|7|121|142|4|6|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|360|511|COTEJADO EN PLENO
="230275E0100"|230275E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0275"|1|E|0|2|2|4|4|5|24|43|5|101|44|3|2|-|0|0|2|0|1|0|0|1|0|0|0|0|0|0|0|0|9|248|321|COTEJADO EN PLENO
="230276B0100"|230276B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0276"|1|B|0|2|2|3|0|5|39|7|6|67|142|4|0|-|0|0|0|0|0|0|0|0|0|1|0|0|1|0|1|0|7|283|391|COTEJADO EN PLENO
="230276C0100"|230276C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0276"|1|C|0|2|2|8|1|10|41|12|9|75|125|2|3|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|287|391|COTEJADO EN PLENO
="230276E0100"|230276E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0276"|1|E|0|2|2|7|1|7|79|41|3|117|80|1|5|-|0|1|0|0|0|0|0|0|0|2|1|0|1|0|0|0|7|353|454|COTEJADO EN PLENO
="230278B0100"|230278B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0278"|1|B|0|2|2|10|4|15|83|14|8|89|99|5|7|-|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|6|341|437|COTEJADO EN PLENO
="230278C0100"|230278C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0278"|1|C|0|2|2|11|4|16|91|13|2|60|88|2|2|-|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|26|317|437|COTEJADO EN PLENO
="230279B0100"|230279B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0279"|1|B|0|2|2|13|7|8|126|30|1|171|90|3|5|-|0|5|0|0|0|0|0|0|0|0|7|0|0|0|0|0|28|494|688|COTEJADO EN PLENO
="230280B0100"|230280B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0280"|1|B|0|2|2|13|1|16|71|59|5|216|80|1|3|-|0|0|0|0|0|2|0|0|0|0|0|0|0|0|0|0|22|489|658|COTEJADO EN PLENO
="230281B0100"|230281B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0281"|1|B|0|2|2|1|2|1|69|11|2|48|72|0|0|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|9|215|257|COTEJADO EN PLENO
="230282B0100"|230282B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0282"|1|B|0|2|2|8|5|4|25|11|7|99|108|4|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|6|281|400|COTEJADO EN PLENO
="230282C0100"|230282C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0282"|1|C|0|2|2|8|5|1|36|11|6|110|102|0|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|5|288|400|COTEJADO EN PLENO
="230283B0100"|230283B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0283"|1|B|0|2|2|2|2|1|44|16|5|113|37|2|4|-|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|12|239|378|COTEJADO EN PLENO
="230283C0100"|230283C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0283"|1|C|0|2|2|2|3|4|50|12|2|91|43|3|4|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|218|378|COTEJADO EN PLENO
="230384B0100"|230384B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0384"|1|B|0|2|2|5|38|19|52|37|13|61|6|7|27|-|0|1|0|0|0|0|0|0|0|0|2|0|3|0|0|0|12|283|617|COTEJADO EN PLENO
="230384C0100"|230384C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0384"|1|C|0|2|2|8|31|10|51|50|13|80|10|13|25|-|0|2|0|0|1|0|0|0|0|0|0|0|2|0|0|1|11|308|617|COTEJADO EN PLENO
="230385B0100"|230385B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0385"|1|B|0|2|2|9|11|14|55|43|7|53|44|7|16|-|1|0|0|0|0|0|0|0|1|1|3|0|0|0|0|0|0|265|498|COTEJADO EN PLENO
="230385C0100"|230385C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0385"|1|C|0|2|2|8|17|14|45|37|11|81|33|8|20|-|0|0|0|0|0|0|0|0|0|1|4|2|0|0|0|1|10|292|497|COTEJADO EN PLENO
="230385E0100"|230385E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0385"|1|E|0|2|2|8|2|4|89|20|12|35|26|1|10|-|0|0|0|0|0|0|0|0|0|1|5|0|0|0|0|0|6|219|358|COTEJADO EN PLENO
="230386B0100"|230386B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0386"|1|B|0|2|2|6|2|12|49|32|12|66|48|11|2|-|0|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|13|255|426|COTEJADO EN PLENO
="230387B0100"|230387B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0387"|1|B|0|2|2|7|14|15|32|32|5|56|39|5|23|-|0|0|0|0|3|0|0|0|0|0|0|0|0|0|0|0|14|245|378|COTEJADO EN PLENO
="230387C0100"|230387C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0387"|1|C|0|2|2|2|16|9|49|35|1|43|45|15|15|-|0|1|0|1|0|0|1|0|0|0|0|1|0|0|2|0|8|244|378|COTEJADO EN PLENO
="230388B0100"|230388B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0388"|1|B|0|2|2|17|9|21|31|48|14|92|112|6|39|-|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|390|709|COTEJADO EN PLENO
="230389B0100"|230389B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0389"|1|B|0|2|2|44|2|21|50|42|13|73|37|10|19|-|0|1|0|0|0|0|0|0|0|0|1|0|2|0|0|0|13|328|535|COTEJADO EN PLENO
="230389C0100"|230389C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0389"|1|C|0|2|2|46|6|21|57|34|11|84|35|16|12|-|1|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0|5|330|534|COTEJADO EN PLENO
="230390B0100"|230390B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0390"|1|B|0|2|2|3|2|20|90|15|15|45|17|7|27|-|0|0|0|0|0|0|0|0|0|0|0|7|0|0|0|0|9|257|412|COTEJADO EN PLENO
="230390C0100"|230390C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0390"|1|C|0|2|2|3|9|7|76|26|15|46|19|3|37|-|0|0|0|0|0|1|0|0|0|0|0|0|0|1|1|0|0|244|412|COTEJADO EN PLENO
="230391B0100"|230391B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0391"|1|B|0|2|2|12|10|8|25|66|23|111|31|9|8|-|1|2|0|0|0|0|1|0|1|0|0|1|4|0|0|0|13|326|673|COTEJADO EN PLENO
="230392B0100"|230392B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0392"|1|B|0|2|2|4|8|8|38|43|5|104|3|7|2|-|0|0|0|0|0|0|0|1|0|0|0|0|1|0|0|0|9|233|645|COTEJADO EN PLENO
="230392C0100"|230392C010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0392"|1|C|0|2|2|3|3|3|34|35|9|92|8|4|0|-|0|0|0|0|0|0|0|0|0|1|3|0|2|0|0|0|6|203|645|COTEJADO EN PLENO
="230392C0200"|230392C020002|23|QUINTANA ROO|="13"|DISTRITO 13|="0392"|2|C|0|2|2|10|10|12|49|29|11|88|4|9|3|-|1|0|0|0|0|0|0|0|0|1|2|0|0|0|0|0|10|239|644|COTEJADO EN PLENO
="230394B0100"|230394B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0394"|1|B|0|2|2|12|25|20|4|38|27|117|19|2|6|-|0|0|0|0|0|0|1|0|0|0|1|0|1|0|1|0|7|281|549|COTEJADO EN PLENO
="230394E0100"|230394E010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0394"|1|E|0|2|2|5|20|4|39|21|8|70|12|0|28|-|1|0|0|0|1|0|0|0|0|0|2|0|1|0|0|0|11|223|502|COTEJADO EN PLENO
="230395B0100"|230395B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0395"|1|B|0|2|2|12|7|4|67|50|12|102|9|0|10|-|1|0|0|0|0|0|0|0|0|0|5|1|1|1|0|0|3|285|513|COTEJADO EN PLENO
="230397B0100"|230397B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0397"|1|B|0|2|2|23|36|10|107|50|14|80|71|22|24|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|437|731|COTEJADO EN PLENO
="230398B0100"|230398B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0398"|1|B|0|2|2|13|16|18|180|43|8|42|35|8|7|-|0|0|0|0|0|0|0|0|0|1|2|0|1|0|0|0|12|386|675|COTEJADO EN PLENO
="230399B0100"|230399B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0399"|1|B|0|2|2|16|2|10|23|7|1|28|11|10|2|-|0|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|115|184|RECONTADO EN PLENO
="230400B0100"|230400B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0400"|1|B|0|2|2|6|81|10|8|30|30|61|5|10|32|-|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|280|639|COTEJADO EN PLENO
="230401B0100"|230401B010002|23|QUINTANA ROO|="13"|DISTRITO 13|="0401"|1|B|0|2|2|4|41|7|24|39|11|147|9|16|3|-|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|12|314|574|COTEJADO EN PLENO
